"category,""over_represented_pvalue"",""under_represented_pvalue"",""numDEInCat"",""numInCat"",""term"",""ontology"""
"GO:1902164,0.00309595771148869,0.99982978866213,6,7,""positive regulation of DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator"",""BP"""
"GO:0006627,0.00311816054146317,1,5,5,""protein processing involved in protein targeting to mitochondrion"",""BP"""
"GO:0008360,0.00314642087170431,0.998448386329897,37,83,""regulation of cell shape"",""BP"""
"GO:0045050,0.00325421930390342,0.999690331878972,7,9,""protein insertion into ER membrane by stop-transfer membrane-anchor sequence"",""BP"""
"GO:0098789,0.00326435455546568,0.999583120274632,8,11,""pre-mRNA cleavage required for polyadenylation"",""BP"""
"GO:0090141,0.00331115641613359,0.99932656944688,11,17,""positive regulation of mitochondrial fission"",""BP"""
"GO:0070301,0.00333736032119341,0.998627669053072,25,52,""cellular response to hydrogen peroxide"",""BP"""
"GO:0031468,0.00335597609123101,0.999678584669685,7,9,""nuclear envelope reassembly"",""BP"""
"GO:0031145,0.00345646248549283,0.999127397689523,13,22,""anaphase-promoting complex-dependent catabolic process"",""BP"""
"GO:0051896,0.00347842563583914,0.999365198000843,10,15,""regulation of protein kinase B signaling"",""BP"""
"GO:0033147,0.003502138940481,0.999210270860333,12,19,""negative regulation of intracellular estrogen receptor signaling pathway"",""BP"""
"GO:0016197,0.00353086149841769,0.998350448723888,32,70,""endosomal transport"",""BP"""
"GO:0006999,0.00354255280369696,0.999656840456944,7,9,""nuclear pore organization"",""BP"""
"GO:2000373,0.00361216208894794,0.999427248025842,9,13,""positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity"",""BP"""
"GO:0051220,0.00363120751920565,0.999792706388794,6,7,""cytoplasmic sequestering of protein"",""BP"""
"GO:0014834,0.0036922953764185,0.9997883822733,6,7,""skeletal muscle satellite cell maintenance involved in skeletal muscle regeneration"",""BP"""
"GO:0071264,0.00371569497900574,1,5,5,""positive regulation of translational initiation in response to starvation"",""BP"""
"GO:0032434,0.00374542455821438,0.999508974603845,8,11,""regulation of proteasomal ubiquitin-dependent protein catabolic process"",""BP"""
"GO:0033120,0.00375899225443498,0.998978503024385,14,24,""positive regulation of RNA splicing"",""BP"""
"GO:0016576,0.00379699006899677,0.999780929515452,6,7,""histone dephosphorylation"",""BP"""
"GO:0006895,0.00381945957504428,0.998589601320509,21,40,""Golgi to endosome transport"",""BP"""
"GO:1902600,0.00382945173125386,0.998415791582806,25,51,""proton transmembrane transport"",""BP"""
"GO:0075525,0.00383430056542884,1,5,5,""viral translational termination-reinitiation"",""BP"""
"GO:0006896,0.00386156263517659,0.999619071288262,7,9,""Golgi to vacuole transport"",""BP"""
"GO:0045739,0.00387336160168616,0.998503791928847,22,44,""positive regulation of DNA repair"",""BP"""
"GO:0035845,0.00388870547438545,0.998879312094684,15,26,""photoreceptor cell outer segment organization"",""BP"""
"GO:0075522,0.00389792625734752,0.999373563120446,9,13,""IRES-dependent viral translational initiation"",""BP"""
"GO:0016572,0.00389915578045312,0.999373330490557,9,13,""histone phosphorylation"",""BP"""
"GO:0070050,0.00399090844748168,0.998713734490932,17,31,""neuron cellular homeostasis"",""BP"""
"GO:0051490,0.00403765244715586,0.999763601701811,6,7,""negative regulation of filopodium assembly"",""BP"""
"GO:0033314,0.00408076736756208,0.999338818497302,9,13,""mitotic DNA replication checkpoint"",""BP"""
"GO:0071072,0.00411341331119094,0.999758091634157,6,7,""negative regulation of phospholipid biosynthetic process"",""BP"""
"GO:0043249,0.00416784498590493,0.999754116826435,6,7,""erythrocyte maturation"",""BP"""
"GO:0031647,0.00418930170931463,0.997658882937992,49,116,""regulation of protein stability"",""BP"""
"GO:0016180,0.00419311166064618,0.999115478010581,11,17,""snRNA processing"",""BP"""
"GO:0071479,0.00422684308508835,0.998448231463247,20,39,""cellular response to ionizing radiation"",""BP"""
"GO:0006607,0.00424692444979485,0.999306986873934,9,13,""NLS-bearing protein import into nucleus"",""BP"""
"GO:0016575,0.00426778426616168,0.998475753491022,19,37,""histone deacetylation"",""BP"""
"GO:0051225,0.00428436392656102,0.99832845364586,22,44,""spindle assembly"",""BP"""
"GO:0016573,0.00430210625484045,0.998320842930759,22,44,""histone acetylation"",""BP"""
"GO:0060997,0.00434924004534244,0.998866714088269,13,22,""dendritic spine morphogenesis"",""BP"""
"GO:0048009,0.00437886178782296,0.999408365017819,8,11,""insulin-like growth factor receptor signaling pathway"",""BP"""
"GO:0033339,0.00438361469070654,0.99940759814022,8,11,""pectoral fin development"",""BP"""
"GO:0005979,0.00438950856778745,0.999406646928392,8,11,""regulation of glycogen biosynthetic process"",""BP"""
"GO:0006368,0.00440466829785454,0.998850248478224,13,22,""transcription elongation from RNA polymerase II promoter"",""BP"""
"GO:0007264,0.00445209038336775,0.997454787908269,52,124,""small GTPase mediated signal transduction"",""BP"""
"GO:0007369,0.00447235911494974,0.99841337175114,19,36,""gastrulation"",""BP"""
"GO:0060028,0.00449881270439479,0.999388958731049,8,11,""convergent extension involved in axis elongation"",""BP"""
"GO:0007096,0.00460209503960209,0.999721940561798,6,7,""regulation of exit from mitosis"",""BP"""
"GO:0046854,0.00461179738439355,0.998547783352324,16,29,""phosphatidylinositol phosphorylation"",""BP"""
"GO:0043067,0.00461422378532892,0.999527217639862,7,9,""regulation of programmed cell death"",""BP"""
"GO:0071277,0.00461738563023211,0.997895864563819,29,62,""cellular response to calcium ion"",""BP"""
"GO:0000289,0.00471989906792674,0.999352909827096,8,11,""nuclear-transcribed mRNA poly(A) tail shortening"",""BP"""
"GO:0051299,0.00477103667160735,0.999709206111192,6,7,""centrosome separation"",""BP"""
"GO:0032418,0.00484234364962442,0.998299554655406,18,35,""lysosome localization"",""BP"""
"GO:0006646,0.00486348574007275,0.999496007625899,7,9,""phosphatidylethanolamine biosynthetic process"",""BP"""
"GO:0031397,0.00491637960217568,0.997957238367911,24,49,""negative regulation of protein ubiquitination"",""BP"""
"GO:1904507,0.004921864198718,0.998695158355979,13,22,""positive regulation of telomere maintenance in response to DNA damage"",""BP"""
"GO:2000643,0.00495120418087715,0.999484935826735,7,9,""positive regulation of early endosome to late endosome transport"",""BP"""
"GO:0010820,0.00499245081139177,0.999161322259668,9,13,""positive regulation of T cell chemotaxis"",""BP"""
"GO:2000134,0.00504615524147556,0.998132654058517,20,38,""negative regulation of G1/S transition of mitotic cell cycle"",""BP"""
"GO:2000370,0.00505216992841871,0.999687756890295,6,7,""positive regulation of clathrin-dependent endocytosis"",""BP"""
"GO:0070934,0.00511787633970117,0.999463774339126,7,9,""CRD-mediated mRNA stabilization"",""BP"""
"GO:0099003,0.00516295367949012,0.999279615570059,8,11,""vesicle-mediated transport in synapse"",""BP"""
"GO:0030183,0.00523848777293681,0.998013053421324,20,40,""B cell differentiation"",""BP"""
"GO:0046825,0.00528088012446029,0.999442924118311,7,9,""regulation of protein export from nucleus"",""BP"""
"GO:0007420,0.00533190206791752,0.996156415083869,131,357,""brain development"",""BP"""
"GO:1903071,0.00540519332399676,1,4,4,""positive regulation of ER-associated ubiquitin-dependent protein catabolic process"",""BP"""
"GO:0043405,0.00544802931238212,0.998534839407,13,22,""regulation of MAP kinase activity"",""BP"""
"GO:2000114,0.00547274170358398,0.99862570270354,12,20,""regulation of establishment of cell polarity"",""BP"""
"GO:0030838,0.00549148612722174,0.997906595161595,20,40,""positive regulation of actin filament polymerization"",""BP"""
"GO:0045070,0.00552467958817349,0.998055463818011,18,34,""positive regulation of viral genome replication"",""BP"""
"GO:1903077,0.00553111378194236,0.999053389088942,9,13,""negative regulation of protein localization to plasma membrane"",""BP"""
"GO:0006612,0.00554819301025407,0.998371742107483,14,25,""protein targeting to membrane"",""BP"""
"GO:0045930,0.00563042320915205,0.99858011318414,12,20,""negative regulation of mitotic cell cycle"",""BP"""
"GO:0090305,0.00568001805792612,0.996929750789088,42,97,""nucleic acid phosphodiester bond hydrolysis"",""BP"""
"GO:0016311,0.00586068127489113,0.996655372956739,49,116,""dephosphorylation"",""BP"""
"GO:0015729,0.00588025576299791,0.999223503318918,7,10,""oxaloacetate transport"",""BP"""
"GO:0010212,0.00588363583293327,0.997339241918466,27,58,""response to ionizing radiation"",""BP"""
"GO:0045727,0.00589747167063485,0.996813848961149,41,97,""positive regulation of translation"",""BP"""
"GO:0032367,0.00595620883192323,0.998602537443533,11,18,""intracellular cholesterol transport"",""BP"""
"GO:0006414,0.00602832914430084,0.998713240457123,10,16,""translational elongation"",""BP"""
"GO:0008033,0.00604039745611491,0.997541122917132,22,45,""tRNA processing"",""BP"""
"GO:0006474,0.0061682665677288,0.999649546999127,5,6,""N-terminal protein amino acid acetylation"",""BP"""
"GO:0006662,0.00626182951857088,0.99964276875091,5,6,""glycerol ether metabolic process"",""BP"""
"GO:0071169,0.00629909452573364,0.999309410102454,7,9,""establishment of protein localization to chromatin"",""BP"""
"GO:0009267,0.00633770406804028,0.996558689647757,41,97,""cellular response to starvation"",""BP"""
"GO:0098969,0.00656642806196223,1,4,4,""neurotransmitter receptor transport to postsynaptic membrane"",""BP"""
"GO:1902325,0.00657211908093341,1,4,4,""negative regulation of chlorophyll biosynthetic process"",""BP"""
"GO:1904550,0.00657211908093341,1,4,4,""response to arachidonic acid"",""BP"""
"GO:0001887,0.0065863209962109,1,4,4,""selenium compound metabolic process"",""BP"""
"GO:0007548,0.0066679718133328,0.998552272586424,10,16,""sex differentiation"",""BP"""
"GO:0051170,0.00669793357279594,1,4,4,""import into nucleus"",""BP"""
"GO:0006102,0.00673373852878011,0.999009491918217,8,11,""isocitrate metabolic process"",""BP"""
"GO:0016601,0.00678968756537746,0.998373464619181,11,18,""Rac protein signal transduction"",""BP"""
"GO:0018279,0.00680836452215363,0.997844407580292,15,27,""protein N-linked glycosylation via asparagine"",""BP"""
"GO:0035721,0.00692307938656698,0.997761503660166,15,28,""intraciliary retrograde transport"",""BP"""
"GO:1905907,0.0070259051425577,0.998542231150511,9,15,""negative regulation of amyloid fibril formation"",""BP"""
"GO:0036148,0.0070398153129255,1,4,4,""phosphatidylglycerol acyl-chain remodeling"",""BP"""
"GO:0048208,0.00705987088097438,0.998298136621594,11,18,""COPII vesicle coating"",""BP"""
"GO:0033504,0.00709426076739731,0.998807059292315,8,12,""floor plate development"",""BP"""
"GO:1902624,0.00712739221764406,1,4,4,""positive regulation of neutrophil migration"",""BP"""
"GO:0018394,0.00716183432954236,1,4,4,""peptidyl-lysine acetylation"",""BP"""
"GO:0048477,0.00716610920167807,0.99691189042319,24,49,""oogenesis"",""BP"""
"GO:0007051,0.00719761392519558,0.997354895090694,18,35,""spindle organization"",""BP"""
"GO:0042775,0.0072099638050838,1,4,4,""mitochondrial ATP synthesis coupled electron transport"",""BP"""
"GO:0031333,0.0072158362888325,0.997431094211608,17,33,""negative regulation of protein complex assembly"",""BP"""
"GO:0006165,0.00722220037079889,0.998585447702067,9,14,""nucleoside diphosphate phosphorylation"",""BP"""
"GO:0090316,0.00725576780776738,0.99741515857598,17,33,""positive regulation of intracellular protein transport"",""BP"""
"GO:0018105,0.0073399803136916,0.99534462779798,67,169,""peptidyl-serine phosphorylation"",""BP"""
"GO:0040015,0.00735864339674717,0.997874316977011,13,23,""negative regulation of multicellular organism growth"",""BP"""
"GO:0060536,0.00740710951534644,0.999557495925227,5,6,""cartilage morphogenesis"",""BP"""
"GO:0099638,0.00741134555796476,0.999557172916149,5,6,""endosome to plasma membrane protein transport"",""BP"""
"GO:0007100,0.00742413707397416,0.998886197334112,8,11,""mitotic centrosome separation"",""BP"""
"GO:0090156,0.007521138367843,1,4,4,""cellular sphingolipid homeostasis"",""BP"""
"GO:0010890,0.0075378458469627,1,4,4,""positive regulation of sequestering of triglyceride"",""BP"""
"GO:0090261,0.00760238643722713,1,4,4,""positive regulation of inclusion body assembly"",""BP"""
"GO:0045041,0.00760757199085396,1,4,4,""protein import into mitochondrial intermembrane space"",""BP"""
"GO:0023035,0.00766639938202791,1,4,4,""CD40 signaling pathway"",""BP"""
"GO:0032511,0.00767897081321965,0.999202194330773,6,8,""late endosome to vacuole transport via multivesicular body sorting pathway"",""BP"""
"GO:0033108,0.00770776440589703,1,4,4,""mitochondrial respiratory chain complex assembly"",""BP"""
"GO:0000389,0.00774383791408665,0.998275223646213,10,16,""mRNA 3'-splice site recognition"",""BP"""
"GO:0007099,0.0077556487369217,0.99735009635728,16,30,""centriole replication"",""BP"""
"GO:0019700,0.00776456725725908,1,4,4,""organic phosphonate catabolic process"",""BP"""
"GO:1900408,0.00781978695870495,1,4,4,""negative regulation of cellular response to oxidative stress"",""BP"""
"GO:0042797,0.00794563877142063,0.999167633926484,6,8,""tRNA transcription by RNA polymerase III"",""BP"""
"GO:0043972,0.00795456964596834,1,4,4,""histone H3-K23 acetylation"",""BP"""
"GO:1990168,0.00798671157230327,1,4,4,""protein K33-linked deubiquitination"",""BP"""
"GO:2000270,0.00798989500448262,1,4,4,""negative regulation of fibroblast apoptotic process"",""BP"""
"GO:0048840,0.00802990236102176,1,4,4,""otolith development"",""BP"""
"GO:0032472,0.00804611662914684,1,4,4,""Golgi calcium ion transport"",""BP"""
"GO:1903912,0.00813090616149223,1,4,4,""negative regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation"",""BP"""
"GO:0045116,0.00815767261310314,0.998844130146403,7,10,""protein neddylation"",""BP"""
"GO:0044342,0.00823348311253216,1,4,4,""type B pancreatic cell proliferation"",""BP"""
"GO:0070072,0.00824856658851875,0.99882842103566,7,10,""vacuolar proton-transporting V-type ATPase complex assembly"",""BP"""
"GO:1902255,0.00824961434801567,0.999492208238936,5,6,""positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator"",""BP"""
"GO:0007095,0.00834385148437987,0.996641845308574,20,41,""mitotic G2 DNA damage checkpoint"",""BP"""
"GO:0006384,0.00843277001778217,0.998532496582785,8,12,""transcription initiation from RNA polymerase III promoter"",""BP"""
"GO:0051683,0.00847082594480686,0.997988107887545,10,17,""establishment of Golgi localization"",""BP"""
"GO:0032979,0.00852041893060433,0.999470789464497,5,6,""protein insertion into mitochondrial inner membrane from matrix side"",""BP"""
"GO:1904378,0.00852712876336894,1,4,4,""maintenance of unfolded protein involved in ERAD pathway"",""BP"""
"GO:0046683,0.00854041675481797,0.999469199643389,5,6,""response to organophosphorus"",""BP"""
"GO:0030509,0.00854296395727633,0.996637816603329,19,39,""BMP signaling pathway"",""BP"""
"GO:0021551,0.008562718316835,0.998773816264183,7,10,""central nervous system morphogenesis"",""BP"""
"GO:1903364,0.00856704870184931,0.998268490200799,9,14,""positive regulation of cellular protein catabolic process"",""BP"""
"GO:0003253,0.0085923299182657,0.999082581603706,6,8,""cardiac neural crest cell migration involved in outflow tract morphogenesis"",""BP"""
"GO:0061370,0.00859728010094518,0.99908192394419,6,8,""testosterone biosynthetic process"",""BP"""
"GO:0032008,0.00872061802811036,0.997045630466763,15,29,""positive regulation of TOR signaling"",""BP"""
"GO:2000147,0.00872379821318677,0.999065081853983,6,8,""positive regulation of cell motility"",""BP"""
"GO:0031060,0.00872467832907026,1,4,4,""regulation of histone methylation"",""BP"""
"GO:2000397,0.00877082308633768,1,4,4,""positive regulation of ubiquitin-dependent endocytosis"",""BP"""
"GO:0061038,0.00881929428520999,1,4,4,""uterus morphogenesis"",""BP"""
"GO:0010507,0.00889077732324021,0.997158028555542,14,26,""negative regulation of autophagy"",""BP"""
"GO:2000253,0.00889973305696679,1,4,4,""positive regulation of feeding behavior"",""BP"""
"GO:0051561,0.00893102974692214,1,4,4,""positive regulation of mitochondrial calcium ion concentration"",""BP"""
"GO:0006974,0.00893559759979842,0.993970391319558,83,218,""cellular response to DNA damage stimulus"",""BP"""
"GO:0048011,0.00896516954208424,0.997952001856333,10,16,""neurotrophin TRK receptor signaling pathway"",""BP"""
"GO:0097494,0.00898182563715141,1,4,4,""regulation of vesicle size"",""BP"""
"GO:0006914,0.00906574253827337,0.994437905784739,56,140,""autophagy"",""BP"""
"GO:0034514,0.00917339486216181,1,4,4,""mitochondrial unfolded protein response"",""BP"""
"GO:0045132,0.00917447206457879,0.997895746473489,10,16,""meiotic chromosome segregation"",""BP"""
"GO:0017196,0.00919840521036394,0.999416279504405,5,6,""N-terminal peptidyl-methionine acetylation"",""BP"""
"GO:1990966,0.009227917083064,0.999413878630048,5,6,""ATP generation from poly-ADP-D-ribose"",""BP"""
"GO:0030437,0.00923464181526865,0.99941333123092,5,6,""ascospore formation"",""BP"""
"GO:0033609,0.00927309354713996,1,4,4,""oxalate metabolic process"",""BP"""
"GO:0060252,0.00928355250845783,0.997866332176975,10,16,""positive regulation of glial cell proliferation"",""BP"""
"GO:0000395,0.00932086386968035,1,4,4,""mRNA 5'-splice site recognition"",""BP"""
"GO:0072384,0.00934440395169534,0.999404379594593,5,6,""organelle transport along microtubule"",""BP"""
"GO:0019953,0.00934541868565786,0.997205093350114,13,23,""sexual reproduction"",""BP"""
"GO:0043983,0.00946207307562521,0.998051879649006,9,14,""histone H4-K12 acetylation"",""BP"""
"GO:0060931,0.00947324194201004,0.999393831803761,5,6,""sinoatrial node cell development"",""BP"""
"GO:0090611,0.0094746687859899,0.999393714746794,5,6,""ubiquitin-independent protein catabolic process via the multivesicular body sorting pathway"",""BP"""
"GO:0019637,0.00962675111805012,0.998011562194931,9,14,""organophosphate metabolic process"",""BP"""
"GO:0001889,0.00962928954801978,0.993560435577695,78,205,""liver development"",""BP"""
"GO:0061428,0.00966061590784938,0.999378414526782,5,6,""negative regulation of transcription from RNA polymerase II promoter in response to hypoxia"",""BP"""
"GO:0051409,0.00970644502542957,1,4,4,""response to nitrosative stress"",""BP"""
"GO:1904263,0.00997559542969299,0.997354004641185,11,19,""positive regulation of TORC1 signaling"",""BP"""
"GO:0044804,0.00999633569232809,0.998892216798556,6,8,""autophagy of nucleus"",""BP"""
"GO:0048528,0.0100822686079524,1,4,4,""post-embryonic root development"",""BP"""
"GO:0051149,0.0100940660323607,0.999342404492519,5,6,""positive regulation of muscle cell differentiation"",""BP"""
"GO:0006879,0.0101595530792272,0.995490902362244,23,49,""cellular iron ion homeostasis"",""BP"""
"GO:1990910,0.0102285672215649,0.998860014123121,6,8,""response to hypobaric hypoxia"",""BP"""
"GO:0019049,0.0102798676640271,1,4,4,""evasion or tolerance of host defenses by virus"",""BP"""
"GO:1990511,0.0103287213916836,0.998458366493409,7,10,""piRNA biosynthetic process"",""BP"""
"GO:0070584,0.0103344884518631,0.996565236143506,14,27,""mitochondrion morphogenesis"",""BP"""
"GO:0032057,0.0103445850512636,1,4,4,""negative regulation of translational initiation in response to stress"",""BP"""
"GO:0040022,0.0103601674417259,0.99845262517383,7,10,""feminization of hermaphroditic germ-line"",""BP"""
"GO:0002639,0.0103701285411377,0.999319222864499,5,6,""positive regulation of immunoglobulin production"",""BP"""
"GO:0071499,0.0103960575970722,1,4,4,""cellular response to laminar fluid shear stress"",""BP"""
"GO:0032781,0.0104398815108103,0.996927477750601,12,22,""positive regulation of ATPase activity"",""BP"""
"GO:1903181,0.0104404351602775,1,4,4,""positive regulation of dopamine biosynthetic process"",""BP"""
"GO:0006404,0.0104482404289161,1,4,4,""RNA import into nucleus"",""BP"""
"GO:0034340,0.0104508595050617,0.999312407920826,5,6,""response to type I interferon"",""BP"""
"GO:0031274,0.0104764240169526,0.999310246529655,5,6,""positive regulation of pseudopodium assembly"",""BP"""
"GO:1903241,0.0105075554384006,0.998821070254124,6,8,""U2-type prespliceosome assembly"",""BP"""
"GO:0010950,0.0105266502891605,0.998818394638945,6,8,""positive regulation of endopeptidase activity"",""BP"""
"GO:0045008,0.0105691714986069,0.998812431817145,6,8,""depyrimidination"",""BP"""
"GO:0071456,0.0105726809408157,0.994021972365934,41,99,""cellular response to hypoxia"",""BP"""
"GO:2001243,0.0105792055345454,0.996535244301417,14,26,""negative regulation of intrinsic apoptotic signaling pathway"",""BP"""
"GO:0046338,0.0105861156953687,1,4,4,""phosphatidylethanolamine catabolic process"",""BP"""
"GO:0031098,0.0106696307214776,0.999293859744375,5,6,""stress-activated protein kinase signaling cascade"",""BP"""
"GO:0010529,0.0107289628009362,0.996914085983225,12,21,""negative regulation of transposition"",""BP"""
"GO:0034498,0.0107974280784862,0.998780313921923,6,8,""early endosome to Golgi transport"",""BP"""
"GO:0030031,0.0107984594434994,1,4,4,""cell projection assembly"",""BP"""
"GO:0035778,0.0107984594434994,1,4,4,""pronephric nephron tubule epithelial cell differentiation"",""BP"""
"GO:0045742,0.0108118397669946,0.997717401810628,9,14,""positive regulation of epidermal growth factor receptor signaling pathway"",""BP"""
"GO:0000165,0.0108288060972808,0.995345221563212,21,45,""MAPK cascade"",""BP"""
"GO:0045880,0.010834340569899,0.994534471037181,30,68,""positive regulation of smoothened signaling pathway"",""BP"""
"GO:0051571,0.0108575380944414,0.99612622686818,16,30,""positive regulation of histone H3-K4 methylation"",""BP"""
"GO:2000146,0.0109583748649595,0.998757557523092,6,8,""negative regulation of cell motility"",""BP"""
"GO:1902115,0.0110562318757767,0.999260798422482,5,6,""regulation of organelle assembly"",""BP"""
"GO:0006370,0.0110906650058732,0.998738785686058,6,8,""7-methylguanosine mRNA capping"",""BP"""
"GO:0006613,0.0111561308405081,0.999252197048021,5,6,""cotranslational protein targeting to membrane"",""BP"""
"GO:1902017,0.0111684980451981,0.996767447425913,12,21,""regulation of cilium assembly"",""BP"""
"GO:0070914,0.0112183785063021,0.997614927559564,9,14,""UV-damage excision repair"",""BP"""
"GO:0000423,0.0113496156436036,0.997902337332469,8,12,""mitophagy"",""BP"""
"GO:0071569,0.0113603867782255,0.999234536930045,5,6,""protein ufmylation"",""BP"""
"GO:0015966,0.0114205123230222,1,4,4,""diadenosine tetraphosphate biosynthetic process"",""BP"""
"GO:0050860,0.0115515792413446,0.998672915200109,6,8,""negative regulation of T cell receptor signaling pathway"",""BP"""
"GO:0006913,0.0116256787500045,0.995510738394996,17,35,""nucleocytoplasmic transport"",""BP"""
"GO:0006624,0.0116265442745292,1,4,4,""vacuolar protein processing"",""BP"""
"GO:0006366,0.0116469524954633,0.995249478458678,19,39,""transcription by RNA polymerase II"",""BP"""
"GO:0006432,0.0117087187046445,0.998650294265919,6,8,""phenylalanyl-tRNA aminoacylation"",""BP"""
"GO:0010944,0.0117408112147128,0.998645664285786,6,8,""negative regulation of transcription by competitive promoter binding"",""BP"""
"GO:1903146,0.0118138001037839,0.997798453027978,8,12,""regulation of autophagy of mitochondrion"",""BP"""
"GO:0048010,0.0119765465485848,0.995099043591345,19,39,""vascular endothelial growth factor receptor signaling pathway"",""BP"""
"GO:1905166,0.0120248474098067,1,4,4,""negative regulation of lysosomal protein catabolic process"",""BP"""
"GO:1905820,0.0120768085075491,0.996694210546577,11,19,""positive regulation of chromosome separation"",""BP"""
"GO:0051729,0.0121758471268047,0.997716791727004,8,12,""germline cell cycle switching, mitotic to meiotic cell cycle"",""BP"""
"GO:0071222,0.0121839328543397,0.992970712348853,42,103,""cellular response to lipopolysaccharide"",""BP"""
"GO:0030837,0.0122345975665136,0.996309680559731,12,22,""negative regulation of actin filament polymerization"",""BP"""
"GO:0042866,0.012294985265957,0.998091634002893,7,10,""pyruvate biosynthetic process"",""BP"""
"GO:1903608,0.0123014709822748,0.998564231425142,6,8,""protein localization to cytoplasmic stress granule"",""BP"""
"GO:0048232,0.0123533843173517,0.997013549681112,10,16,""male gamete generation"",""BP"""
"GO:0043001,0.0123664828968625,0.994435215995917,22,49,""Golgi to plasma membrane protein transport"",""BP"""
"GO:0006323,0.0124816153287444,0.998537849784169,6,8,""DNA packaging"",""BP"""
"GO:0016070,0.0126074082313731,0.994941765666259,18,37,""RNA metabolic process"",""BP"""
"GO:0046323,0.0126714102755941,0.999118895733816,5,6,""glucose import"",""BP"""
"GO:0060259,0.0127677371406882,0.998495735134224,6,8,""regulation of feeding behavior"",""BP"""
"GO:0006851,0.012833323793797,0.997988608803727,7,10,""mitochondrial calcium ion transmembrane transport"",""BP"""
"GO:0032957,0.012853973135385,0.998482991154833,6,8,""inositol trisphosphate metabolic process"",""BP"""
"GO:0006270,0.0129070317240001,0.994857331811013,18,36,""DNA replication initiation"",""BP"""
"GO:0019079,0.0129363880677485,0.997968762205283,7,10,""viral genome replication"",""BP"""
"GO:0006605,0.0129677905317731,0.994432278339295,20,43,""protein targeting"",""BP"""
"GO:0043407,0.0129854219476298,0.995188041156548,16,31,""negative regulation of MAP kinase activity"",""BP"""
"GO:0006105,0.0130277220504411,0.999086802098481,5,6,""succinate metabolic process"",""BP"""
"GO:1990182,0.0130618491160429,0.999083713691747,5,6,""exosomal secretion"",""BP"""
"GO:0090092,0.0132831751962834,0.999063623213328,5,6,""regulation of transmembrane receptor protein serine/threonine kinase signaling pathway"",""BP"""
"GO:0110095,0.0133147772702696,0.996578634137453,10,17,""cellular detoxification of aldehyde"",""BP"""
"GO:0030316,0.0135187242356792,0.996835250072784,9,15,""osteoclast differentiation"",""BP"""
"GO:1990390,0.0136802828163418,0.995911360499515,12,21,""protein K33-linked ubiquitination"",""BP"""
"GO:1901224,0.0137857244147373,0.994561631275807,17,35,""positive regulation of NIK/NF-kappaB signaling"",""BP"""
"GO:0035675,0.0138571124125544,0.999011037841552,5,6,""neuromast hair cell development"",""BP"""
"GO:0090158,0.0139528555727537,0.99796704050512,6,9,""endoplasmic reticulum membrane organization"",""BP"""
"GO:0033227,0.0140992863141134,0.998296400591047,6,8,""dsRNA transport"",""BP"""
"GO:0001541,0.0142730364052414,0.994575789463045,16,32,""ovarian follicle development"",""BP"""
"GO:0002183,0.0144031056861235,0.998960371945543,5,6,""cytoplasmic translational initiation"",""BP"""
"GO:0007173,0.0145208764430147,0.993427735741093,22,47,""epidermal growth factor receptor signaling pathway"",""BP"""
"GO:0090522,0.014553033933643,0.998946351730382,5,6,""vesicle tethering involved in exocytosis"",""BP"""
"GO:0050832,0.0146398908509886,0.993174654856674,23,51,""defense response to fungus"",""BP"""
"GO:0002225,0.0146933514424681,0.998933188736139,5,6,""positive regulation of antimicrobial peptide production"",""BP"""
"GO:0000226,0.0147529473266001,0.990827080685587,52,131,""microtubule cytoskeleton organization"",""BP"""
"GO:0010800,0.0147566547430876,0.996137786247862,10,17,""positive regulation of peptidyl-threonine phosphorylation"",""BP"""
"GO:0090660,0.0148392709920257,0.994598468662534,15,29,""cerebrospinal fluid circulation"",""BP"""
"GO:0014898,0.0148882458519754,0.997585767200947,7,10,""cardiac muscle hypertrophy in response to stress"",""BP"""
"GO:2000278,0.0151328066869452,0.996021358122139,10,17,""regulation of DNA biosynthetic process"",""BP"""
"GO:0001558,0.0153466818666827,0.992189680577031,28,64,""regulation of cell growth"",""BP"""
"GO:0051131,0.015530726115993,0.995135516999147,12,22,""chaperone-mediated protein complex assembly"",""BP"""
"GO:0010091,0.0155708568337678,0.998069987758581,6,8,""trichome branching"",""BP"""
"GO:0000915,0.0156562257251241,0.998841797079382,5,6,""actomyosin contractile ring assembly"",""BP"""
"GO:1900026,0.0156765832492888,0.99371363321371,17,35,""positive regulation of substrate adhesion-dependent cell spreading"",""BP"""
"GO:0051016,0.0156794028087962,0.996640257744757,8,13,""barbed-end actin filament capping"",""BP"""
"GO:0016226,0.0157047724750261,0.994375147821241,14,28,""iron-sulfur cluster assembly"",""BP"""
"GO:1903204,0.0159461823747137,0.996146940010389,9,15,""negative regulation of oxidative stress-induced neuron death"",""BP"""
"GO:0060586,0.0160325849736119,0.998805578087355,5,6,""multicellular organismal iron ion homeostasis"",""BP"""
"GO:0051653,0.0161109943822847,0.9987979977925,5,6,""spindle localization"",""BP"""
"GO:0010591,0.0161259565221823,0.997009318713331,7,11,""regulation of lamellipodium assembly"",""BP"""
